Z Q M X A Y B DT DK COL
86 84 223.00000 0.13728836E-01 0.26081166E-01 -.20896399E-02 -.73694078E-02 0.99786240E-01 0.15729812E-02 01
86 84 223.00000 0.10347814E-01 -.16652441E-01 -.99836052E-02 -.15663631E-01 -.18517683E-01 0.28478564E-02 01
86 84 223.00000 0.17138881E-01 -.23030380E-01 -.13249414E-01 -.16541166E-01 -.24766693E-01 0.45107374E-02 01
86 84 223.00000 -.17817801E-03 0.38711221E-02 -.13155136E-03 -.59020112E-02 0.12218088E-01 -.29382718E-04 01
86 84 223.00000 0.10419009E-01 0.30893384E-01 0.33119670E-02 0.50502949E-02 0.71438220E-01 0.64614240E-03 01
86 84 223.00000 0.27252554E-02 -.84379355E-02 0.18809377E-02 0.13823273E-01 -.28067750E-01 0.75928725E-03 01
86 84 223.00000 0.39566094E-02 0.16811847E-01 0.59723819E-03 0.11570695E-01 0.23759320E-01 0.61777750E-03 01
86 84 223.00000 -.21604062E-02 -.63296318E-02 0.23593005E-03 0.89034505E-02 -.11024026E-01 -.33303697E-03 01
86 84 223.00000 0.11282506E-01 -.64982276E-02 -.43425748E-01 -.23313983E-01 0.17862680E-01 0.15404311E-02 01
86 84 223.00000 0.75402040E-02 -.17843537E-01 -.10647040E-02 -.15990201E-01 -.22684683E-01 0.20205679E-02 01
86 84 223.00000 -.81601734E-01 0.27384987E-01 0.15291145E-01 0.30747087E-01 -.12127438E+00 -.78104737E-02 01
86 84 223.00000 -.36515704E-03 0.17998532E-01 0.81039887E-03 0.17140323E-02 0.30773151E-01 -.17537172E-03 01
86 84 223.00000 0.40360682E-02 0.15164999E-01 -.21027825E-02 -.13641246E-01 0.75268978E-01 0.62475563E-03 01
86 84 223.00000 -.14463326E-01 -.12813469E-01 0.36823790E-03 0.84402902E-02 -.84439214E-01 -.12683753E-02 01
86 84 223.00000 -.38870141E-03 0.10233203E-01 -.16449271E-03 0.35888476E-02 0.35295502E-01 -.68322375E-04 01
86 84 223.00000 0.73130115E-03 0.89671721E-02 0.10466595E-03 0.88321617E-03 0.75349508E-02 0.18532122E-03 01
86 84 223.00000 -.10008104E-03 0.51462499E-02 -.30933259E-03 0.70037456E-02 -.10871198E-01 -.45066860E-05 01
86 84 223.00000 0.90411537E-02 0.29880533E-01 -.27144555E-02 -.59456341E-02 0.82286218E-01 0.53624705E-03 01
86 84 223.00000 -.53566996E-03 0.17666560E-01 0.18969369E-03 -.49089818E-03 0.33329408E-01 -.19828464E-03 01
86 84 223.00000 0.13587653E-01 -.20264977E-01 -.46505616E-02 -.17117633E-01 -.27611854E-01 0.34763508E-02 01
86 84 223.00000 0.81883311E-03 -.97513703E-02 -.89369599E-03 -.12926718E-01 -.17313457E-01 0.36315262E-03 01
86 84 223.00000 0.12683507E-02 0.21720424E-01 -.80195348E-03 -.54086055E-02 0.44857380E-01 -.39862210E-05 01
86 84 223.00000 -.22300430E-02 0.42369383E-02 -.59077717E-03 -.74679370E-02 -.10387230E-01 -.47122549E-03 01
86 84 223.00000 -.87706752E-03 -.17851072E-02 0.27415425E-01 0.15530049E-01 0.15800100E-01 0.59575000E-03 01
86 84 223.00000 -.27898285E-03 0.13532848E-01 0.97605751E-03 0.24791852E-02 0.25123598E-01 -.71904853E-04 01
86 84 223.00000 0.13732883E+00 0.36185531E-01 0.21282614E-01 -.67618167E-02 0.19487260E+00 -.78191291E-04 01
86 84 223.00000 0.16572428E-03 -.68162378E-02 -.33607775E-02 -.13696822E-01 -.14261939E-01 0.25234262E-03 01
86 84 223.00000 0.57080932E-03 0.14707254E-01 -.33811491E-03 -.10192873E-01 0.21209070E-01 0.51603301E-04 01
86 84 223.00000 0.68015431E-03 0.10141577E-01 -.15128775E-03 -.64145987E-02 0.17374056E-01 0.16267192E-03 01
86 84 223.00000 0.34205666E-02 0.28287858E-01 -.29216697E-03 -.15574216E-02 0.70203304E-01 0.10156796E-04 01
86 84 223.00000 -.13412391E-02 -.74573307E-02 -.49832365E-01 -.18077517E-01 -.58190183E-02 0.11620867E-02 01
86 84 223.00000 0.61463015E-03 0.87473360E-02 0.17122556E-03 -.79259766E-04 0.32014769E-01 0.15935542E-03 01
86 84 223.00000 0.16188733E-02 -.43801813E-02 -.81132213E-03 -.12850656E-01 0.25271716E-02 0.44319197E-03 01
86 84 223.00000 -.16214345E-02 0.13434054E-01 -.16887420E-02 -.11519146E-01 0.10201145E-01 -.41718856E-03 01
86 84 223.00000 0.14292349E-01 -.22020302E-01 0.80825443E-02 0.19266808E-01 -.14391831E-01 0.40615578E-02 01
86 84 223.00000 0.31073281E-02 -.10233085E-01 -.61971365E-03 -.10938973E-01 -.11536182E-01 0.74287447E-03 01
86 84 223.00000 -.17775297E-01 -.11828498E-01 0.11032628E-02 0.10305177E-01 -.12072233E-01 -.15450427E-02 01
86 84 223.00000 0.50698142E-02 0.31454886E-01 -.17400168E-02 -.13499331E-02 0.62243439E-01 -.53780430E-04 01
86 84 223.00000 0.27339551E-02 0.25668726E-01 0.65020720E-03 0.31558795E-02 0.49304844E-01 0.81923444E-04 01
86 84 223.00000 0.67532542E-03 -.13046528E-01 -.12556407E-03 -.29108979E-02 -.17203203E-01 0.37133485E-03 01
86 84 223.00000 0.16501738E-02 -.28392245E-02 -.13668476E-03 -.94419602E-02 0.10155240E-01 0.36599651E-03 01
86 84 223.00000 0.37505562E-02 0.79956280E-02 0.13062827E-01 0.16604952E-01 0.55279501E-01 0.77323028E-03 01
86 84 223.00000 0.18988987E-04 -.18439088E-02 0.29086714E-02 0.12805873E-01 -.43524471E-02 0.12692964E-03 01
86 84 223.00000 -.80953889E-03 0.44657603E-02 -.24709493E-02 -.12912378E-01 0.83957422E-02 -.82796377E-04 01
86 84 223.00000 0.55975596E-04 0.18741209E-02 -.33922516E-03 -.13620364E-02 0.14187555E-01 0.14252259E-04 01
86 84 223.00000 -.30769867E-03 0.11735387E-01 -.17786005E-02 -.14330660E-01 0.45844164E-01 -.19323890E-04 01
86 84 223.00000 0.31820234E-02 -.12792062E-01 -.24359161E-02 -.13255163E-01 -.96791937E-02 0.92720382E-03 01
86 84 223.00000 -.99977304E-03 -.15476737E-01 -.22572575E-03 -.56064117E-02 -.47471384E-01 0.30567351E-03 01
86 84 223.00000 -.25473773E-02 0.11006848E-02 -.19259388E-01 -.16317819E-01 -.11859949E-01 0.21263054E-03 01
86 84 223.00000 0.36069439E-02 0.11685184E-01 0.24085779E-03 0.11859055E-01 0.38530792E-01 0.76088011E-03 01
86 84 223.00000 -.69698430E-03 0.10522133E-01 0.10173534E-03 0.22415898E-02 0.33424484E-01 -.13843639E-03 01
86 84 223.00000 0.30833545E-02 -.38892629E-02 -.35916494E-03 0.90337376E-02 0.55256326E-02 0.65838923E-03 01
86 84 223.00000 -.76103375E-03 0.75704505E-02 -.88873529E-03 -.12332954E-01 0.89426789E-02 -.11755918E-03 01
86 84 223.00000 0.19214636E-02 0.15723523E-02 0.19711381E-03 -.86265804E-03 -.12480904E-01 0.41255975E-03 01
86 84 223.00000 0.10769706E-01 0.17364443E-01 -.13071390E-02 -.12416669E-01 0.70199044E-01 0.15665935E-02 01
86 84 223.00000 0.25996056E-01 -.28224880E-01 -.26885063E-01 -.18394848E-01 -.26589132E-01 0.72105894E-02 01
86 84 223.00000 0.35416483E-02 0.20147380E-01 -.34811457E-03 0.76680141E-02 0.55099979E-01 0.54464810E-03 01
86 84 223.00000 0.13215743E-02 0.47622217E-03 0.45585167E-03 0.11818154E-01 -.42616493E-02 0.34056023E-03 01
86 84 223.00000 0.15963412E-02 0.12126679E-01 -.69319555E-03 -.11245383E-01 0.63366307E-02 0.31644042E-03 01
86 84 223.00000 0.17082687E-02 -.10008499E-01 -.27294520E-02 -.14313736E-01 -.36271628E-01 0.62830661E-03 01
86 84 223.00000 0.64731999E-03 0.54158925E-02 -.14490751E-03 -.89264406E-02 0.38701398E-02 0.16043215E-03 01
86 84 223.00000 -.10832201E-02 -.12911841E-01 0.34027803E-03 -.58728698E-02 -.23422726E-01 0.10708936E-03 01
86 84 223.00000 0.93621119E-04 0.84252572E-03 -.19339962E-03 -.59811203E-02 -.15862945E-01 0.23002956E-04 01
86 84 223.00000 -.18942121E-02 0.50473645E-02 0.69580701E-03 0.87300439E-02 0.15781146E-01 -.39841663E-03 01
86 84 223.00000 0.87661404E-03 0.89418036E-02 -.56312617E-04 0.10241042E-01 0.22384198E-01 0.21363378E-03 01
86 84 223.00000 0.21518985E-02 -.12909545E-01 0.22817034E-03 -.89307403E-02 -.23845494E-01 0.62716300E-03 01
86 84 223.00000 -.18750587E-02 0.39941315E-02 -.24074815E-02 -.12460594E-01 -.15507921E-02 -.33205518E-03 01
86 84 223.00000 0.85385103E-03 0.16929758E-01 -.41632797E-03 -.21606983E-02 0.22941207E-01 0.12615734E-03 01
86 84 223.00000 0.15318001E-02 0.13682643E-02 0.50673761E-03 0.97683194E-03 0.82931778E-03 0.32694920E-03 01
86 84 223.00000 0.33395176E-02 -.10417010E-01 0.29594517E-03 0.13041205E-01 -.49643810E-01 0.84083096E-03 01
86 84 223.00000 -.24590260E-02 0.15584229E-02 -.31720424E-02 -.13985109E-01 0.22963044E-02 -.36271913E-03 01
86 84 223.00000 -.66165986E-03 -.10970456E-01 0.27016171E-03 0.75549372E-02 -.26998678E-01 0.80203930E-04 01
86 84 223.00000 0.57368914E-02 0.27799478E-01 0.11190203E-02 0.51036269E-02 0.54577272E-01 0.40846680E-03 01
86 84 223.00000 -.74303306E-05 -.66983981E-02 -.18207823E-03 0.11896949E-01 -.30726315E-01 0.10490282E-03 01
86 84 223.00000 -.67838817E-03 0.24105403E-02 0.44684740E-03 -.42461505E-02 0.74204625E-02 -.13705551E-03 01
86 84 223.00000 -.51895592E-03 0.80679744E-03 -.53105133E-04 0.77578862E-03 0.32863992E-02 -.10767623E-03 01
86 84 223.00000 0.39776450E-02 -.10630442E-01 0.21386027E-01 0.14863465E-01 -.13426826E-01 0.18091489E-02 01
86 84 223.00000 0.40758222E-02 0.30993676E-01 0.61577729E-03 0.15662272E-02 0.60309411E-01 -.17088157E-03 01
86 84 223.00000 -.14837376E-01 -.11917625E-01 -.72150959E-03 -.10643389E-01 -.76026075E-01 -.13585948E-02 01
86 84 223.00000 0.11298349E-02 -.29336589E-02 -.15504548E-04 0.11857930E-01 -.22652419E-01 0.29921501E-03 01
86 84 223.00000 0.29913648E-02 0.92194607E-02 -.46934411E-02 -.14535311E-01 0.67338656E-02 0.69509834E-03 01
86 84 223.00000 -.32595114E-02 -.14348493E-01 0.81854744E-04 -.60978237E-02 -.54379928E-01 -.74422483E-04 01
86 84 223.00000 -.23248375E-03 0.59519485E-02 0.95534050E-03 0.10228989E-01 -.46507410E-02 -.31362344E-04 01
86 84 223.00000 0.47227616E-02 0.28952062E-01 0.12598856E-02 0.38833768E-02 0.77692203E-01 0.13016469E-03 01
86 84 223.00000 -.13148807E-02 -.29229555E-02 -.40525807E-03 -.97464359E-02 -.23631644E-02 -.22938677E-03 01
86 84 223.00000 0.46685895E-02 0.30455182E-01 -.16158704E-02 -.17139889E-02 0.89511973E-01 -.79092211E-05 01
86 84 223.00000 0.69586693E-03 -.32494034E-02 -.52283515E-02 -.13696316E-01 0.75342331E-02 0.38714140E-03 01
86 84 223.00000 0.15379911E-02 0.15922714E-01 0.55841051E-03 -.95843367E-02 0.31601056E-01 0.25910713E-03 01
86 84 223.00000 0.25906610E-02 0.25656720E-02 -.17978927E-01 -.15082667E-01 0.37095612E-01 0.79951396E-03 01
86 84 223.00000 0.24428025E-02 0.35984530E-02 0.22872576E-01 0.16529293E-01 0.24818379E-02 0.62160688E-03 01
86 84 223.00000 0.28068049E-02 -.11512032E-01 0.17077201E-02 0.13242592E-01 -.24246223E-01 0.80009023E-03 01
86 84 223.00000 0.19218419E-01 0.34786630E-01 0.73918221E-02 0.33455567E-02 0.77007936E-01 0.73835446E-03 01
86 84 223.00000 0.14000049E-02 -.76463531E-02 0.17853231E-02 0.13509817E-01 -.11049599E-01 0.46604647E-03 01
86 84 223.00000 0.11576795E-01 0.84732260E-02 0.99313889E-02 0.16574535E-01 0.52628080E-01 0.17992689E-02 01
86 84 223.00000 0.41393864E-03 0.81449383E-02 0.37554038E-03 -.11512016E-02 0.59187187E-02 0.11440554E-03 01
86 84 223.00000 -.17641858E-02 -.17798730E-02 -.40995436E-03 -.96599927E-02 -.98377177E-02 -.33135682E-03 01
86 84 223.00000 0.43611497E-02 0.29170888E-01 -.10826425E-03 -.22229053E-02 0.48379839E-01 0.10206667E-03 01
86 84 223.00000 -.13304777E-02 -.66954753E-03 -.13958035E-01 -.15437568E-01 0.13457542E-02 0.33091363E-03 01
86 84 223.00000 0.11072034E-02 -.96741237E-02 -.23401398E-03 -.98151164E-02 -.41987737E-01 0.34922221E-03 01
86 84 223.00000 -.24436910E-03 0.11715561E-02 0.32730438E-03 -.26410350E-03 -.62699168E-02 -.49932541E-04 01
86 84 223.00000 0.13065209E-02 -.13280462E-01 -.20103059E-03 -.11354588E-01 -.54972979E-01 0.54643307E-03 01
86 84 223.00000 0.35215497E-03 -.67464594E-02 -.40642900E-03 -.83881313E-02 -.19891287E-01 0.13477164E-03 01
86 84 223.00000 0.40859358E-03 0.16441832E-01 0.43520268E-04 0.48235596E-02 0.50277374E-01 0.29550580E-04 01
86 84 223.00000 0.17957596E-01 0.10624357E-01 0.85352185E-02 0.13851751E-01 0.72199890E-01 0.23410699E-02 01
86 84 223.00000 -.88675396E-04 0.28342203E-02 0.42208036E-03 -.74812803E-02 0.86035410E-02 -.48164932E-05 01
86 84 223.00000 0.98277289E-01 -.45441590E-01 0.35168202E-01 0.19905282E-01 0.15874800E+00 0.98802857E-02 01
86 84 223.00000 -.21061446E-02 -.56898282E-02 -.40846969E-03 -.13744862E-02 -.11184595E-01 -.35341414E-03 01
86 84 223.00000 -.77154993E-03 0.23592964E-02 0.10143059E-03 0.74161784E-02 0.37599168E-01 -.15534689E-03 01
86 84 223.00000 0.23682498E-02 -.50594693E-02 0.22557825E-03 -.10994182E-01 -.38746631E-02 0.54049347E-03 01
86 84 223.00000 0.30497272E-01 0.31643725E-01 0.97418190E-02 0.26779845E-02 0.11212338E+00 0.19452452E-02 01
86 84 223.00000 -.22156803E-03 -.46070753E-02 -.17527039E-03 0.50451829E-02 -.21384071E-02 -.17093306E-04 01
86 84 223.00000 0.34827913E-01 0.12117341E-02 0.13488597E-01 0.15327871E-01 0.86386743E-01 0.41365066E-02 01
86 84 223.00000 0.11008800E-02 -.76795604E-02 -.48429979E-04 0.46553020E-02 -.40608554E-01 0.27524319E-03 01
86 84 223.00000 0.83179789E-03 -.41528632E-02 0.86001756E-04 0.74783829E-02 -.22838295E-01 0.19141487E-03 01
86 84 223.00000 0.41933801E-02 0.11535121E-01 0.51440800E-03 -.12050034E-01 0.57167134E-01 0.91020773E-03 01
86 84 223.00000 0.46482453E-03 0.67087696E-02 -.12130581E-03 0.53217078E-02 -.37177362E-02 0.12069766E-03 01
86 84 223.00000 0.10308470E-02 0.10498684E-01 0.21211019E-03 0.10451339E-01 0.61629797E-02 0.23013076E-03 01
86 84 223.00000 0.44575195E-03 -.26587036E-03 0.35458463E-03 -.78179804E-02 -.20702925E-01 0.10523463E-03 01
86 84 223.00000 -.17557477E-03 -.23791309E-02 0.19604827E-03 -.10057152E-01 -.24424167E-01 -.16010130E-05 01
86 84 223.00000 0.59561542E-03 0.65855049E-02 -.20671783E-03 -.16214463E-02 0.12653600E-01 0.14936662E-03 01
86 84 223.00000 -.89533049E-04 0.34816575E-02 -.19553133E-02 -.12664781E-01 -.15554203E-01 0.65913076E-04 01
86 84 223.00000 0.26504671E-02 0.72210075E-02 -.32229540E-03 -.12093072E-01 0.35058357E-01 0.63308303E-03 01
86 84 223.00000 -.11290175E-02 0.62943356E-02 -.13825370E-03 -.44220313E-02 0.52765698E-01 -.23255315E-03 01
86 84 223.00000 0.96491402E-04 -.99603550E-02 0.11497166E-03 -.48412731E-02 -.12352691E-01 0.15503708E-03 01
86 84 223.00000 0.10599757E-02 0.22514615E-01 0.23394371E-02 0.53830428E-02 0.20525853E-01 -.13737859E-03 01
86 84 223.00000 -.14019418E-02 0.15198979E-01 -.64513535E-03 -.48562982E-02 0.18751383E-01 -.35634849E-03 01
86 84 223.00000 -.32410358E-02 0.24163875E-02 0.10592269E-01 0.15757391E-01 -.10119311E-02 -.20564087E-03 01
86 84 223.00000 0.24194016E-01 0.35867059E-01 -.85847934E-02 -.25864241E-02 0.12381522E+00 0.90812996E-03 01
86 84 223.00000 0.35705871E-03 0.96449963E-02 0.46701471E-03 -.66804752E-02 0.50211400E-01 0.99879482E-04 01
86 84 223.00000 0.24722197E-03 -.48909237E-02 -.21778271E-02 -.12960681E-01 0.65875613E-03 0.18766963E-03 01
86 84 223.00000 -.76555684E-03 -.59142216E-02 -.88575938E-04 -.10011585E-01 -.26601495E-01 -.77566876E-04 01
86 84 223.00000 0.43781721E-01 -.41831491E-01 0.78168890E-01 0.29267372E-01 0.19452911E-01 0.13814095E-01 01
86 84 223.00000 0.10114766E-02 0.90289612E-02 -.68490393E-02 -.14693451E-01 0.18518943E-01 0.30863794E-03 01
86 84 223.00000 0.70824648E-02 0.19433163E-01 0.20796046E-02 0.99618616E-02 0.36818071E-01 0.97273915E-03 01
86 84 223.00000 0.52412778E-03 -.50007391E-02 -.16259806E-02 -.13119209E-01 -.51303152E-01 0.24209980E-03 01
86 84 223.00000 0.30303652E-01 0.27993353E-02 -.12202704E-01 -.16763395E-01 0.68268239E-01 0.37317139E-02 01
86 84 223.00000 0.73544769E-03 0.10935165E-01 0.17722829E-03 0.47121287E-02 0.12412630E-01 0.17614012E-03 01
86 84 223.00000 0.15889866E-02 0.24483182E-01 0.47482593E-03 0.17500908E-02 0.40914041E-01 -.53477574E-04 01
86 84 223.00000 -.32501433E-03 0.25860331E-02 0.57906257E-02 0.13950013E-01 0.42936519E-02 0.15482503E-03 01
86 84 223.00000 0.17103880E-02 0.12100820E-01 -.83203889E-03 -.87607729E-02 0.17114538E-01 0.34952885E-03 01
86 84 223.00000 -.88209011E-03 -.10995820E-01 0.12627431E-03 -.33098311E-02 -.18942709E-01 0.31549261E-04 01
86 84 223.00000 0.61840349E-02 0.26259219E-01 -.29355302E-02 -.60262075E-02 0.65487196E-01 0.48200616E-03 01
86 84 223.00000 0.51398143E-02 0.20868915E-01 -.67556734E-03 -.95783122E-02 0.58975345E-01 0.67100472E-03 01
86 84 223.00000 0.36565390E-01 -.35028326E-01 -.33942113E-01 -.20960854E-01 0.15008185E-01 0.99053659E-02 01
86 84 223.00000 0.27275717E-02 0.23922227E-01 -.65738001E-04 -.25596221E-02 0.23962939E-01 0.22613769E-03 01
86 84 223.00000 0.83939623E-02 0.35162382E-01 -.19408892E-02 -.22000902E-02 0.82396933E-01 -.69218771E-04 01
86 84 223.00000 -.13180674E-02 0.69099825E-02 -.12702822E-03 0.24746301E-03 0.83261556E-03 -.27129469E-03 01
86 84 223.00000 0.90010092E-03 -.10340931E-01 -.73229003E-04 -.47247086E-02 -.27963617E-01 0.30397772E-03 01
86 84 223.00000 -.15118487E-02 0.64386533E-02 -.45813223E-03 -.12587800E-01 -.47697183E-02 -.26713214E-03 01
86 84 223.00000 0.21808804E-02 -.65832750E-02 0.40951624E-03 0.11823543E-01 0.60825764E-02 0.53254192E-03 01
86 84 223.00000 0.50290062E-03 0.31291365E-02 0.18896607E-03 0.35847479E-02 0.17129513E-01 0.11430080E-03 01
86 84 223.00000 -.50124020E-03 0.11771392E-01 -.13314657E-02 -.11940160E-01 0.21004788E-01 -.13047463E-03 01
86 84 223.00000 0.16011037E-03 -.13922368E-02 -.44877575E-02 -.13944464E-01 -.32284229E-01 0.25949274E-03 01
86 84 223.00000 0.14626614E-02 0.14788971E-02 -.92237974E-03 -.11332929E-01 0.11489326E-01 0.35997000E-03 01
86 84 223.00000 0.40785400E-02 0.19037568E-01 0.58646072E-04 -.10068370E-01 0.71356330E-01 0.61154313E-03 01
86 84 223.00000 -.13870733E-02 0.11542654E-01 -.36964090E-03 -.24505294E-02 0.39542988E-01 -.29947341E-03 01
86 84 223.00000 -.14635811E-02 -.67606923E-02 0.33433838E-03 0.16850388E-02 -.25273974E-01 -.21221878E-03 01
86 84 223.00000 0.21566733E-02 -.80755698E-02 -.30740890E-03 -.12618698E-01 -.29887358E-01 0.56423460E-03 01
86 84 223.00000 0.45154569E-03 0.10725963E-01 0.25665017E-03 -.68447383E-02 0.87217912E-02 0.11332784E-03 01
86 84 223.00000 0.27809168E-02 -.33998884E-02 -.45162538E-02 -.14477772E-01 0.21289866E-01 0.90548310E-03 01
86 84 223.00000 0.98425643E-03 0.75567918E-02 -.86832237E-03 -.10480686E-01 0.18198724E-01 0.23296956E-03 01
86 84 223.00000 -.49644546E-03 0.98006829E-03 0.63497070E-03 0.49005824E-02 -.11347735E-01 -.10387727E-03 01
86 84 223.00000 0.83370168E-01 -.66341555E-01 0.66904889E-01 0.36455866E-01 0.65067706E-01 0.83893677E-02 01
86 84 223.00000 -.23830678E-02 0.11793932E-01 -.79490104E-03 -.26765914E-02 0.23692443E-01 -.52591429E-03 01
86 84 223.00000 0.24922191E-02 0.17597490E-01 -.91797308E-03 -.10523552E-01 0.39363876E-01 0.31334056E-03 01
86 84 223.00000 0.90232363E-03 -.13592473E-01 0.37405400E-03 0.72818868E-02 -.29671077E-01 0.45404380E-03 01
86 84 223.00000 -.24557052E-02 -.13260899E-01 -.60353890E-03 -.88858288E-02 -.60547800E-01 -.29822026E-04 01
86 84 223.00000 0.63381342E-03 0.43955975E-02 0.29398023E-02 0.13226182E-01 0.22109888E-01 0.25611800E-03 01
86 84 223.00000 -.80382512E-03 0.19080033E-02 0.13889429E-02 0.10383588E-01 0.14476831E-01 -.14582151E-03 01
86 84 223.00000 0.51453572E-03 -.85493553E-02 -.33096951E-03 0.43279673E-02 -.33491279E-01 0.18649414E-03 01
86 84 223.00000 -.91873664E-02 -.13611137E-01 0.49383477E-03 0.48054880E-02 -.30954724E-01 -.79596553E-03 01
86 84 223.00000 0.16085455E-04 -.55883056E-02 0.62740039E-04 0.45033326E-02 0.43593956E-03 0.39463256E-04 01
86 84 223.00000 0.37702049E-02 -.13587369E-01 0.39577745E-01 0.16535047E-01 0.80233545E-02 0.25371855E-02 01
86 84 223.00000 -.38284738E-03 -.49403203E-02 -.56833304E-02 -.14097948E-01 -.14962888E-01 0.20496897E-03 01
86 84 223.00000 0.47486616E-02 0.10952656E-01 -.26138968E-02 -.12931412E-01 0.50528395E-01 0.93928955E-03 01
86 84 223.00000 0.14761071E-02 -.16174355E-02 0.31760913E-03 0.10335378E-01 0.28617124E-01 0.34033930E-03 01
86 84 223.00000 0.45823252E-02 0.18837633E-01 -.16424262E-02 -.10086218E-01 0.44464818E-01 0.61284110E-03 01
86 84 223.00000 0.38393482E-02 -.43664811E-02 0.21044367E-01 0.14946435E-01 0.13263827E-01 0.15672582E-02 01
86 84 223.00000 -.42083125E-04 -.22171422E-02 -.12485823E-02 -.11751737E-01 0.18517283E-01 0.57113593E-04 01
86 84 223.00000 0.15355126E-02 0.50934362E-02 0.17271013E-03 -.52642735E-02 0.29210743E-01 0.35219283E-03 01
86 84 223.00000 0.11392327E-03 0.15055949E-01 -.23901313E-03 -.30342092E-02 0.26598441E-01 -.25007012E-05 01
86 84 223.00000 -.17454954E-02 -.95307770E-02 -.10610888E-02 -.11447612E-01 -.35355558E-01 -.11824995E-03 01
86 84 223.00000 -.42219523E-03 0.93251801E-02 0.17965245E-03 -.52967572E-03 0.24041845E-01 -.72657768E-04 01
86 84 223.00000 -.65057297E-02 -.13423363E-01 -.32275552E-03 -.46241799E-02 -.33925181E-01 -.54961289E-03 01
86 84 223.00000 0.34547775E-02 0.15814628E-01 -.19921190E-03 0.11211859E-01 0.28702361E-01 0.61632503E-03 01
86 84 223.00000 0.25811525E-01 0.46143331E-01 0.42945733E-03 0.13551317E-03 0.10701054E+00 -.70012421E-03 01
86 84 223.00000 0.10391011E-02 -.91546313E-03 -.58049714E-03 -.10788852E-01 -.40524675E-01 0.25580166E-03 01
86 84 223.00000 0.14549099E-02 0.13096539E-01 0.85958181E-04 -.65021826E-02 0.56506685E-01 0.31552583E-03 01
86 84 223.00000 0.10535107E+00 0.41972690E-01 -.18777745E-01 0.56668315E-02 0.17223933E+00 -.20074577E-03 01
86 84 223.00000 -.23010856E-02 -.40062381E-02 0.31895725E-03 -.48605325E-02 0.13279704E-02 -.42111334E-03 01
86 84 223.00000 0.10297824E-02 0.95766737E-02 -.19925225E-03 0.74298247E-02 0.16912131E-01 0.24565983E-03 01
86 84 223.00000 -.19134962E-02 -.10485054E-01 -.57321310E-04 0.56886300E-02 -.18451663E-01 -.15032471E-03 01
86 84 223.00000 -.20110804E-03 0.65622290E-02 0.51396093E-03 0.11512129E-02 -.15389295E-02 -.27132255E-04 01
86 84 223.00000 -.62865927E-03 0.46638673E-02 -.53390166E-03 -.10314627E-01 0.11269856E-01 -.11119050E-03 01
86 84 223.00000 0.69090091E-02 -.13701722E-01 0.11880690E-01 0.14817694E-01 -.35894340E-01 0.20985795E-02 01
86 84 223.00000 0.18655018E-02 0.21833075E-01 -.18160606E-02 -.68661422E-02 0.54970356E-01 0.42949186E-04 01
86 84 223.00000 0.29176704E-03 0.27485676E-02 0.34997097E-02 0.13459778E-01 0.53191815E-02 0.21407393E-03 01
86 84 223.00000 -.14450875E-02 -.10931136E-01 0.82137800E-04 -.72240035E-02 -.40119753E-01 -.49451304E-04 01
86 84 223.00000 -.17597855E-02 0.51100667E-02 0.86945636E-02 0.14653076E-01 0.37012513E-02 -.98084774E-04 01
86 84 223.00000 -.76306486E-02 -.12611391E-01 0.27580569E-03 0.82434101E-02 -.52481392E-01 -.72522048E-03 01
86 84 223.00000 -.65504455E-02 -.12032575E-01 -.27242071E-02 -.13450268E-01 -.34207481E-01 -.46565011E-03 01
86 84 223.00000 0.13273664E-01 -.27328697E-01 -.85212106E-01 -.22915516E-01 -.25100794E-01 0.65983713E-02 01
86 84 223.00000 0.48836453E-02 0.45205694E-03 0.30616230E-01 0.17455429E-01 0.56690332E-03 0.85593796E-03 01
86 84 223.00000 0.56252251E-02 0.25704268E-01 -.29727239E-02 -.64163766E-02 0.35738207E-01 0.40594530E-03 01
86 84 223.00000 -.12702685E-02 -.11981377E-01 -.50021604E-03 0.38167879E-03 -.45370601E-01 0.17339735E-04 01
86 84 223.00000 0.58110728E-03 0.29761248E-02 -.41418704E-03 0.72817657E-02 0.23866051E-01 0.13928119E-03 01
86 84 223.00000 -.36220908E-03 0.58529734E-02 -.18084435E-03 -.45602945E-03 0.10240826E-01 -.63613949E-04 01
86 84 223.00000 -.46248348E-02 -.13358515E-01 -.22672506E-03 0.39577690E-02 -.48717775E-01 -.34374006E-03 01
86 84 223.00000 -.25978129E-05 -.23824845E-02 -.97975043E-04 0.28904714E-02 -.30585077E-02 0.53093651E-05 01
86 84 223.00000 0.18795403E-01 -.23741778E-01 -.10016448E-01 -.17596907E-01 -.53658629E-01 0.48632359E-02 01
86 84 223.00000 -.48507172E-03 0.76175513E-03 0.19942606E-03 -.49729974E-02 -.44970306E-01 -.97736346E-04 01
86 84 223.00000 0.40836369E-02 -.11644889E-01 0.19738198E-01 0.15307273E-01 0.15434729E-01 0.18244754E-02 01
86 84 223.00000 -.16866310E-02 -.95281770E-02 0.25085443E-03 0.16043722E-02 -.99848215E-02 -.16145492E-03 01
86 84 223.00000 -.11095882E-02 0.49782577E-02 0.63614924E-04 0.68068175E-02 0.20511535E-01 -.22814387E-03 01
86 84 223.00000 -.10144484E-02 -.69801019E-02 0.88969172E-04 -.18193173E-02 -.57829699E-01 -.12666564E-03 01
