Z Q M X A Y B DT DK COL
86 84 223.00000 0.94723444E-02 -.15137676E-01 -.87980246E-03 0.15328895E-01 0.21177866E+00 0.17233209E-01 06
86 84 223.00000 0.21380099E-03 -.10934840E-02 -.40028836E-02 -.15743354E-01 0.26266758E+00 0.15401615E-01 06
86 84 223.00000 -.48962693E-03 -.14313072E-01 0.46372857E-05 0.86555636E-02 0.22408069E+00 0.15603244E-01 06
86 84 223.00000 0.33514241E-02 0.26383635E-01 0.38213801E-03 0.71346382E-02 0.31060940E+00 0.15136553E-01 06
86 84 223.00000 0.23897649E-02 -.10623826E-01 -.46589768E-04 0.13219779E-01 0.22457342E+00 0.15852740E-01 06
86 84 223.00000 -.10657072E-02 -.20430178E-02 -.13400955E-03 -.45483236E-02 0.25701775E+00 0.15052187E-01 06
86 84 223.00000 -.11848811E-02 -.35777739E-02 0.50102947E-04 0.83604352E-03 0.25200254E+00 0.15035754E-01 06
86 84 223.00000 0.21267321E-01 -.14646269E-01 0.15329634E-01 0.20650957E-01 0.27308157E+00 0.19985193E-01 06
86 84 223.00000 0.11121595E-02 0.28596305E-01 0.39018822E-03 0.22513453E-02 0.31287674E+00 0.14219273E-01 06
86 84 223.00000 -.25276597E-02 -.21616204E-01 0.29500060E-02 -.14192189E-01 0.18836778E+00 0.16493704E-01 06
86 84 223.00000 0.30532393E-02 -.64840307E-02 0.53953310E-03 0.13198902E-01 0.23340106E+00 0.15949474E-01 06
86 84 223.00000 0.87465721E-03 0.13835677E-01 -.39228584E-02 -.16664292E-01 0.27490769E+00 0.16253341E-01 06
86 84 223.00000 -.19338708E-02 -.18298540E-01 0.97805478E-03 -.72746126E-02 0.19807260E+00 0.15851074E-01 06
86 84 223.00000 -.75664600E-04 0.29381460E-02 0.20311582E-02 0.11781823E-01 0.25041647E+00 0.15328420E-01 06
86 84 223.00000 0.21676342E-02 0.27020850E-01 0.71185048E-03 0.55360342E-02 0.33218628E+00 0.14730583E-01 06
86 84 223.00000 -.10482818E-02 -.65620518E-02 -.12112497E-02 -.10721567E-01 0.24936082E+00 0.15118906E-01 06
86 84 223.00000 0.17930886E-02 0.28204923E-01 -.10897731E-02 -.28902298E-02 0.34256283E+00 0.14422026E-01 06
86 84 223.00000 0.59890455E-02 -.60041073E-02 -.44828250E-02 -.16277616E-01 0.27281326E+00 0.16612506E-01 06
86 84 223.00000 0.10748726E-02 0.13646317E-01 -.71536299E-04 -.11371061E-01 0.28911385E+00 0.15597052E-01 06
86 84 223.00000 -.87293896E-03 0.11364520E-01 -.15020397E-01 -.17482335E-01 0.31019712E+00 0.16317709E-01 06
86 84 223.00000 -.41519913E-02 0.16312297E-01 0.20412476E-01 0.18811807E-01 0.27675638E+00 0.15813461E-01 06
86 84 223.00000 0.11346206E-01 -.17024090E-01 -.23282567E-03 0.16227148E-01 0.24046278E+00 0.17596759E-01 06
86 84 223.00000 0.13232308E-01 0.38828006E-01 0.42656460E-02 0.73801660E-02 0.33330290E+00 0.14405418E-01 06
86 84 223.00000 0.75874978E-02 -.12107026E-01 0.87515704E-03 0.15864942E-01 0.25140384E+00 0.16826956E-01 06
86 84 223.00000 0.38366931E-02 0.23504330E-01 0.62101366E-02 0.18094481E-01 0.33016573E+00 0.17198049E-01 06
86 84 223.00000 0.56790266E-03 0.33366170E-02 0.21016813E-03 -.11928518E-02 0.25748156E+00 0.15392387E-01 06
86 84 223.00000 -.16890462E-02 -.54463839E-02 -.13424846E-02 -.10582428E-01 0.24157397E+00 0.14973584E-01 06
86 84 223.00000 0.18928170E-02 0.26588987E-01 0.66289222E-04 -.29101057E-02 0.30186014E+00 0.14667690E-01 06
86 84 223.00000 0.43874760E-02 -.40459003E-03 -.12073598E-01 -.18439170E-01 0.27456770E+00 0.16771717E-01 06
86 84 223.00000 0.28714870E-02 -.13461298E-01 -.41571134E-04 -.11208834E-01 0.21182555E+00 0.16046398E-01 06
86 84 223.00000 -.77974759E-03 -.32720194E-02 0.27681010E-03 -.18499811E-03 0.24273822E+00 0.15114889E-01 06
86 84 223.00000 0.66775700E-02 -.18258214E-01 0.13014979E-02 -.13632798E-01 0.20382095E+00 0.16935859E-01 06
86 84 223.00000 0.59513947E-03 -.10287325E-01 -.75777057E-03 -.94111340E-02 0.23142547E+00 0.15526442E-01 06
86 84 223.00000 0.11445963E-03 0.12386812E-01 0.40711139E-03 0.58316116E-02 0.30412874E+00 0.15231770E-01 06
86 84 223.00000 0.99347005E-02 0.26396519E-01 0.47801794E-02 0.16592642E-01 0.34900770E+00 0.17508571E-01 06
86 84 223.00000 -.20043486E-04 -.13335817E-02 -.49227906E-03 -.82068133E-02 0.26013982E+00 0.15287620E-01 06
86 84 223.00000 0.85211795E-01 0.14035289E-02 0.17791075E-01 0.18372092E-01 0.46730322E+00 0.25436992E-01 06
86 84 223.00000 -.43518467E-02 -.88638956E-02 -.50784658E-03 -.16006054E-02 0.23520361E+00 0.14634427E-01 06
86 84 223.00000 -.92838554E-03 -.17176328E-02 0.10281961E-02 0.82160758E-02 0.28858530E+00 0.15089015E-01 06
86 84 223.00000 0.42205708E-02 -.87168560E-02 -.13908167E-03 -.12303721E-01 0.25142360E+00 0.16187809E-01 06
86 84 223.00000 0.23949729E-01 0.39134823E-01 0.44884383E-02 0.73696282E-02 0.37250520E+00 0.15576483E-01 06
86 84 223.00000 -.12050430E-02 -.82624728E-02 0.29057840E-03 0.54573091E-02 0.24640218E+00 0.15135602E-01 06
86 84 223.00000 0.23782917E-01 0.26249210E-01 0.60396828E-02 0.17130349E-01 0.37224724E+00 0.19337569E-01 06
86 84 223.00000 0.23974845E-03 -.11106716E-01 0.20731411E-03 0.51411268E-02 0.20830759E+00 0.15493375E-01 06
86 84 223.00000 0.78989573E-03 -.78759409E-02 0.67491259E-03 0.82909913E-02 0.22793898E+00 0.15496449E-01 06
86 84 223.00000 0.35635891E-02 0.11759815E-01 0.62841018E-03 -.14210065E-01 0.31951992E+00 0.16460377E-01 06
86 84 223.00000 0.62083511E-03 0.22750306E-02 0.49426727E-03 0.60592811E-02 0.24838238E+00 0.15423477E-01 06
86 84 223.00000 0.92257359E-03 0.81878810E-02 0.10502815E-02 0.12240726E-01 0.26336543E+00 0.15627846E-01 06
86 84 223.00000 0.54560702E-03 -.42514390E-02 -.48092693E-03 -.85594261E-02 0.23064771E+00 0.15412692E-01 06
86 84 223.00000 0.41356083E-03 -.61100281E-02 -.64113658E-03 -.10997965E-01 0.22809812E+00 0.15401563E-01 06
86 84 223.00000 0.73149711E-03 0.18492012E-02 -.37447776E-03 -.19381884E-02 0.26398741E+00 0.15429152E-01 06
86 84 223.00000 0.10092022E-02 0.14480824E-02 -.27718858E-02 -.14468888E-01 0.24346697E+00 0.15638806E-01 06
86 84 223.00000 0.28478358E-02 0.61331789E-02 -.69004281E-03 -.14048691E-01 0.29539196E+00 0.16194922E-01 06
86 84 223.00000 -.13622577E-02 0.17125801E-02 -.74036682E-03 -.49979019E-02 0.30327454E+00 0.14970453E-01 06
86 84 223.00000 -.10614798E-02 -.13058922E-01 0.30791832E-04 -.53617998E-02 0.23631957E+00 0.15403964E-01 06
86 84 223.00000 -.44530613E-03 0.20051211E-01 0.22708439E-02 0.75770825E-02 0.27541453E+00 0.14792891E-01 06
86 84 223.00000 -.18219570E-02 0.10918725E-01 -.11695967E-02 -.59084903E-02 0.27128804E+00 0.14792572E-01 06
86 84 223.00000 0.93234308E-03 0.22658357E-02 0.10264974E-01 0.18207555E-01 0.26839751E+00 0.15933696E-01 06
86 84 223.00000 0.17365375E-01 0.40897277E-01 -.48577391E-02 -.67567650E-02 0.37938798E+00 0.14263650E-01 06
86 84 223.00000 0.52629105E-03 0.54318478E-02 -.28146541E-03 -.76000413E-02 0.30353208E+00 0.15424657E-01 06
86 84 223.00000 0.44214989E-02 -.86625201E-02 -.20356831E-02 -.14982611E-01 0.26068894E+00 0.16197937E-01 06
86 84 223.00000 -.71846091E-04 -.95436781E-02 -.53487574E-03 -.11041810E-01 0.22559607E+00 0.15383382E-01 06
86 84 223.00000 0.14386944E+00 -.72326254E-01 0.45183375E-01 0.56909995E-01 0.40900907E+00 0.44972312E-01 06
86 84 223.00000 -.10319249E-02 0.13452383E-01 -.66909904E-02 -.16924341E-01 0.28608329E+00 0.15794012E-01 06
86 84 223.00000 0.43510621E-02 0.22317856E-01 0.10800426E-02 0.13212009E-01 0.30027129E+00 0.16144265E-01 06
86 84 223.00000 0.46823806E-02 -.88109806E-02 -.14865185E-02 -.15054202E-01 0.20861134E+00 0.16255399E-01 06
86 84 223.00000 0.19216851E-01 0.27050650E-01 -.53160178E-02 -.17992517E-01 0.35399495E+00 0.19043915E-01 06
86 84 223.00000 0.85198868E-03 0.65904288E-02 0.60384498E-03 0.56246181E-02 0.26557753E+00 0.15473570E-01 06
86 84 223.00000 0.17793846E-03 0.20968282E-01 0.40349016E-03 0.23906028E-02 0.29439431E+00 0.14807224E-01 06
86 84 223.00000 0.16412491E-02 0.22467852E-02 0.57598004E-02 0.16210986E-01 0.26892190E+00 0.15957382E-01 06
86 84 223.00000 0.14018341E-02 0.96188360E-02 -.13265936E-02 -.10739511E-01 0.27372005E+00 0.15684697E-01 06
86 84 223.00000 -.25919469E-02 -.13823857E-01 0.13104352E-03 -.36640877E-02 0.22902589E+00 0.15253862E-01 06
86 84 223.00000 0.35868413E-02 0.26188067E-01 -.18446770E-02 -.90338818E-02 0.32320819E+00 0.15252518E-01 06
86 84 223.00000 0.32213494E-02 0.21528734E-01 -.27227895E-03 -.12333132E-01 0.31996608E+00 0.15859483E-01 06
86 84 223.00000 0.12014138E+00 -.64735842E-01 -.82017008E-02 -.42538588E-01 0.37708006E+00 0.38486713E-01 06
86 84 223.00000 0.14563763E-02 0.20555482E-01 -.34080438E-05 -.32847098E-02 0.27822278E+00 0.15152124E-01 06
86 84 223.00000 0.39809172E-02 0.34153167E-01 -.11071739E-02 -.36391899E-02 0.33427658E+00 0.13875736E-01 06
86 84 223.00000 -.16043213E-02 0.20734372E-02 -.84825936E-04 0.23317928E-03 0.25074740E+00 0.14905823E-01 06
86 84 223.00000 0.81875942E-05 -.13514576E-01 -.11211141E-03 -.53241163E-02 0.22112534E+00 0.15590413E-01 06
86 84 223.00000 -.93107355E-03 0.37799253E-02 -.18591619E-02 -.13980035E-01 0.25215087E+00 0.15191459E-01 06
86 84 223.00000 0.51730426E-02 -.10380932E-01 0.37858097E-03 0.13474465E-01 0.26328035E+00 0.16373910E-01 06
86 84 223.00000 0.43853672E-03 -.13534549E-02 0.60782041E-03 0.40990979E-02 0.26772665E+00 0.15366894E-01 06
86 84 223.00000 -.10917593E-02 0.10591696E-01 -.25390895E-02 -.13927270E-01 0.27963853E+00 0.15217454E-01 06
86 84 223.00000 0.43917212E-02 -.37235686E-02 -.41559987E-02 -.16244582E-01 0.23198467E+00 0.16330926E-01 06
86 84 223.00000 0.25292188E-02 -.12958745E-02 -.16091620E-02 -.12990519E-01 0.26846534E+00 0.15904107E-01 06
86 84 223.00000 0.26809863E-02 0.18930974E-01 0.12226634E-03 -.12514822E-01 0.33189666E+00 0.15899533E-01 06
86 84 223.00000 -.15899756E-02 0.67562772E-02 -.66039056E-03 -.29494325E-02 0.29078252E+00 0.14882869E-01 06
86 84 223.00000 -.35680824E-02 -.98783609E-02 0.43593805E-03 0.19288154E-02 0.22146362E+00 0.14816615E-01 06
86 84 223.00000 0.64449514E-02 -.12244144E-01 0.15055073E-03 -.14479616E-01 0.22903998E+00 0.16630301E-01 06
86 84 223.00000 0.55557772E-03 0.66775160E-02 -.45344619E-03 -.79202219E-02 0.26248610E+00 0.15433609E-01 06
86 84 223.00000 0.86005748E-02 -.53545025E-02 -.28483030E-02 -.17050798E-01 0.28984989E+00 0.17331076E-01 06
86 84 223.00000 0.10563072E-02 0.51564251E-02 -.17072503E-02 -.12290103E-01 0.27498244E+00 0.15638386E-01 06
86 84 223.00000 -.97980954E-03 -.31782439E-02 0.12239590E-02 0.55989642E-02 0.23835753E+00 0.15077375E-01 06
86 84 223.00000 0.59519458E-01 -.68547309E-02 0.51707965E-01 0.32910309E-01 0.37477767E+00 0.23214505E-01 06
86 84 223.00000 -.27955802E-02 0.70130329E-02 -.11355215E-02 -.33196127E-02 0.27433051E+00 0.14602414E-01 06
86 84 223.00000 0.10336462E-02 0.17540446E-01 -.12849321E-02 -.13033174E-01 0.29943805E+00 0.15572411E-01 06
86 84 223.00000 0.23233729E-02 -.17354853E-01 -.34284820E-03 0.86880545E-02 0.22314618E+00 0.16231894E-01 06
86 84 223.00000 0.47526174E-03 -.17573387E-01 0.72548328E-03 -.10800053E-01 0.19457566E+00 0.16099128E-01 06
86 84 223.00000 0.15160458E-02 0.36557005E-02 0.33415704E-02 0.15273248E-01 0.28392497E+00 0.15886995E-01 06
86 84 223.00000 -.36010875E-03 -.13587148E-02 0.24398866E-02 0.11815869E-01 0.26861831E+00 0.15226288E-01 06
86 84 223.00000 -.68387333E-03 -.11803652E-01 -.11485027E-03 0.46844199E-02 0.21489037E+00 0.15378013E-01 06
86 84 223.00000 -.64273921E-02 -.18606224E-01 -.73802614E-03 0.61787118E-02 0.22297272E+00 0.15521036E-01 06
86 84 223.00000 -.10682302E-02 -.91306182E-02 0.42495274E-03 0.49486552E-02 0.24883923E+00 0.15189919E-01 06
86 84 223.00000 0.26391743E-01 -.17132708E-01 0.30891567E-01 0.24344045E-01 0.30545558E+00 0.21561183E-01 06
86 84 223.00000 0.69992717E-02 -.88974863E-02 -.46606882E-02 -.16929524E-01 0.25157977E+00 0.16719885E-01 06
86 84 223.00000 0.25862309E-02 0.14505492E-01 -.18116857E-02 -.15426678E-01 0.31648556E+00 0.16412088E-01 06
86 84 223.00000 0.25326200E-02 -.51011353E-02 0.10105253E-02 0.11643644E-01 0.28317419E+00 0.15841031E-01 06
86 84 223.00000 0.24859985E-02 0.20130440E-01 -.13684348E-02 -.13026780E-01 0.30601150E+00 0.15812415E-01 06
86 84 223.00000 0.74746975E-02 0.82998044E-03 0.15000622E-01 0.17980184E-01 0.29293144E+00 0.18130697E-01 06
86 84 223.00000 0.17821041E-02 -.56171816E-02 -.18632555E-02 -.13286887E-01 0.27468655E+00 0.15673602E-01 06
86 84 223.00000 0.18683045E-02 0.72744884E-03 -.37339247E-03 -.60092647E-02 0.28164646E+00 0.15701394E-01 06
86 84 223.00000 -.50728028E-04 0.10607807E-01 -.47588009E-03 -.37188119E-02 0.27959136E+00 0.15202547E-01 06
86 84 223.00000 0.17549495E-02 -.13755417E-01 -.34347562E-03 -.13338951E-01 0.22124041E+00 0.15914342E-01 06
86 84 223.00000 -.42311936E-03 0.44653432E-02 0.99280325E-04 -.54307819E-03 0.27526594E+00 0.15161921E-01 06
86 84 223.00000 -.59997155E-02 -.17115128E-01 0.51003764E-03 -.56720922E-02 0.21762840E+00 0.15338714E-01 06
86 84 223.00000 0.23450650E-02 0.15853733E-01 -.38948693E-04 0.13523621E-01 0.28990882E+00 0.16014021E-01 06
86 84 223.00000 0.15805456E-01 0.47750191E-01 0.25782186E-03 0.29871113E-03 0.34789494E+00 0.10995948E-01 06
86 84 223.00000 0.21674124E-02 -.42793966E-02 -.13161761E-02 -.12184178E-01 0.21458722E+00 0.15768818E-01 06
86 84 223.00000 0.14760766E-02 0.93544939E-02 -.37115489E-03 -.77916953E-02 0.31134155E+00 0.15640150E-01 06
86 84 223.00000 0.85282940E-01 0.48634203E-01 -.13904841E-01 0.29539373E-02 0.38271650E+00 0.59315774E-02 06
86 84 223.00000 -.40152589E-02 -.74756175E-02 -.18807662E-03 -.51261489E-02 0.24853320E+00 0.14618237E-01 06
86 84 223.00000 0.12234103E-02 0.57363771E-02 0.50506184E-03 0.86367887E-02 0.27118396E+00 0.15603027E-01 06
86 84 223.00000 -.32371314E-02 -.13381494E-01 -.11712161E-03 0.63406124E-02 0.23028562E+00 0.15148695E-01 06
86 84 223.00000 -.25563303E-03 0.17968559E-02 0.62177242E-03 0.14909630E-02 0.24915521E+00 0.15206219E-01 06
86 84 223.00000 -.34172118E-03 0.13175364E-02 -.16917606E-02 -.11635139E-01 0.26556014E+00 0.15251326E-01 06
86 84 223.00000 0.27755973E-01 -.21273230E-01 0.57388476E-02 0.20885129E-01 0.25011125E+00 0.20809272E-01 06
86 84 223.00000 0.37031113E-03 0.19987796E-01 -.18167748E-02 -.92232197E-02 0.31128399E+00 0.15055653E-01 06
86 84 223.00000 0.19266368E-02 0.16409267E-02 0.37868787E-02 0.15525488E-01 0.26758983E+00 0.15934520E-01 06
86 84 223.00000 -.17925174E-02 -.14111490E-01 0.28801472E-03 -.81333170E-02 0.21015633E+00 0.15410863E-01 06
86 84 223.00000 -.10118918E-02 0.66459946E-02 0.88590976E-02 0.16961783E-01 0.27013219E+00 0.15588716E-01 06
86 84 223.00000 -.49813507E-02 -.17029724E-01 -.12569184E-02 0.10019781E-01 0.20221855E+00 0.15529809E-01 06
86 84 223.00000 0.68327484E-02 -.20099652E-01 0.13413242E-02 -.17860895E-01 0.23560036E+00 0.17489321E-01 06
86 84 223.00000 0.55429476E-01 -.32957800E-01 -.66327083E-01 -.37379635E-01 0.30368220E+00 0.28827423E-01 06
86 84 223.00000 -.53192989E-02 0.18098425E-01 0.27442354E-01 0.19789361E-01 0.27641201E+00 0.15688563E-01 06
86 84 223.00000 0.30645487E-02 0.25731990E-01 -.20478084E-02 -.94771834E-02 0.29365260E+00 0.15206072E-01 06
86 84 223.00000 -.32149125E-02 -.14675079E-01 -.42630475E-03 0.24840159E-03 0.20236940E+00 0.15253195E-01 06
86 84 223.00000 0.78105085E-03 -.11836185E-02 0.42711172E-03 0.80573637E-02 0.27584949E+00 0.15462783E-01 06
86 84 223.00000 -.48139353E-03 0.10759739E-02 -.22790270E-03 -.57838550E-03 0.26057184E+00 0.15157169E-01 06
86 84 223.00000 -.52854548E-02 -.16499910E-01 -.63810036E-03 0.45427213E-02 0.20122812E+00 0.15282037E-01 06
86 84 223.00000 -.86805977E-03 -.63834932E-02 0.22859441E-03 0.31356698E-02 0.24542059E+00 0.15144685E-01 06
86 84 223.00000 0.64282236E-01 -.41159035E-01 0.39439177E-02 -.29085362E-01 0.26027671E+00 0.27538786E-01 06
86 84 223.00000 -.94361903E-03 -.34863892E-02 -.43109858E-03 -.54096878E-02 0.20456281E+00 0.15090193E-01 06
86 84 223.00000 0.24757559E-01 -.17855677E-01 0.13603246E-01 0.21625558E-01 0.30398165E+00 0.20470220E-01 06
86 84 223.00000 -.40071299E-02 -.12248289E-01 0.26269349E-03 0.18482106E-02 0.23691308E+00 0.14929771E-01 06
86 84 223.00000 -.12832800E-02 0.71514447E-03 0.97730819E-03 0.75877622E-02 0.27160318E+00 0.15003502E-01 06
86 84 223.00000 -.29756367E-02 -.10149208E-01 -.45507419E-04 -.19522702E-02 0.18911321E+00 0.14923368E-01 06
86 84 223.00000 0.38143232E-01 0.50543435E-01 0.72331816E-02 0.44962327E-03 0.39781342E+00 0.98839418E-02 06
86 84 223.00000 0.23143138E-02 0.16353897E-01 0.80995299E-03 0.13694104E-01 0.30157196E+00 0.16005753E-01 06
86 84 223.00000 0.39928838E-03 0.11504457E-01 0.11685244E-02 0.10918892E-01 0.29363785E+00 0.15430860E-01 06
86 84 223.00000 0.14948641E-02 0.94566966E-02 -.80688287E-03 -.12536945E-01 0.27515522E+00 0.15788769E-01 06
86 84 223.00000 -.56438617E-03 -.21982796E-02 -.69860174E-03 -.67246356E-02 0.23566306E+00 0.15163382E-01 06
86 84 223.00000 -.36521258E-02 0.13062366E-01 0.18485602E-01 0.17925304E-01 0.26260471E+00 0.15681147E-01 06
86 84 223.00000 0.67670310E-03 -.18729366E-01 0.37221529E-03 -.31929211E-03 0.22516368E+00 0.16103140E-01 06
86 84 223.00000 0.12042980E-03 0.38660965E-02 -.13153663E-01 -.18062128E-01 0.28258785E+00 0.15932790E-01 06
86 84 223.00000 0.48337739E-02 -.93486453E-02 -.11382004E-02 -.13724211E-01 0.24261661E+00 0.16296684E-01 06
86 84 223.00000 -.20316449E-03 -.88060854E-02 0.13847025E-03 0.33310045E-03 0.24505220E+00 0.15327811E-01 06
86 84 223.00000 0.81832702E-02 0.29627333E-01 -.13221949E-02 -.10626222E-01 0.33731968E+00 0.15879403E-01 06
86 84 223.00000 -.46039742E-02 -.54880708E-02 -.11483380E-02 -.48690454E-02 0.24079355E+00 0.14432699E-01 06
86 84 223.00000 -.32445244E-02 -.16484442E-01 -.16480274E-04 0.11271311E-02 0.21146281E+00 0.15447988E-01 06
86 84 223.00000 -.78088454E-02 -.23395242E-01 -.52535295E-02 0.25843203E-01 0.18069237E+00 0.16587537E-01 06
86 84 223.00000 -.33039724E-02 -.76083066E-02 0.90914758E-03 0.70751643E-02 0.22183974E+00 0.14746381E-01 06
86 84 223.00000 -.93809179E-04 -.60111819E-02 0.35768815E-03 0.27391279E-02 0.24264685E+00 0.15286647E-01 06
86 84 223.00000 0.74003366E-02 -.18633191E-01 0.19905216E-02 -.12796466E-01 0.22792795E+00 0.17042273E-01 06
86 84 223.00000 0.55628696E-01 -.37685643E-01 0.15892899E-02 -.27894397E-01 0.30714979E+00 0.25888895E-01 06
86 84 223.00000 0.25912767E-02 0.59589435E-02 0.23114765E-03 0.10472768E-01 0.29682112E+00 0.15974410E-01 06
86 84 223.00000 0.48778218E-03 0.53818584E-02 -.61812761E-03 -.82891362E-02 0.26723990E+00 0.15421788E-01 06
86 84 223.00000 0.61879960E-02 0.35276704E-01 -.19272155E-02 -.48003945E-02 0.35027534E+00 0.14067238E-01 06
86 84 223.00000 0.46140180E-03 0.10051250E-01 -.83724980E-03 -.91017211E-02 0.24533562E+00 0.15411070E-01 06
86 84 223.00000 0.35926509E-02 0.74339351E-02 0.69146894E-03 0.13433012E-01 0.31880150E+00 0.16368261E-01 06
86 84 223.00000 0.60313331E-01 -.43270187E-01 0.92026208E-02 -.31889763E-01 0.29385341E+00 0.26737215E-01 06
86 84 223.00000 -.20657187E-03 0.17526805E-02 -.22734139E-02 -.13506760E-01 0.26315466E+00 0.15321251E-01 06
86 84 223.00000 0.10721008E-02 0.13009830E-01 -.45314596E-03 -.46881019E-03 0.31386077E+00 0.15403791E-01 06
86 84 223.00000 -.10646925E-02 -.10529348E-01 0.32751900E-03 0.47585387E-02 0.24548630E+00 0.15251107E-01 06
86 84 223.00000 0.15435897E-01 -.26170275E-01 0.46853572E-02 -.18436953E-01 0.24163519E+00 0.18852666E-01 06
86 84 223.00000 0.14387671E-01 0.44012989E-01 0.48895585E-02 0.35217884E-02 0.38275321E+00 0.12521177E-01 06
86 84 223.00000 -.34620112E-03 -.10355133E-01 -.88329095E-03 -.74096351E-02 0.21254932E+00 0.15366857E-01 06
86 84 223.00000 -.25513407E-02 -.57808394E-02 0.10599568E-03 -.55679736E-03 0.24127308E+00 0.14812504E-01 06
86 84 223.00000 -.27085700E-03 0.14600418E-02 -.22792954E-03 -.18156605E-02 0.28690869E+00 0.15204465E-01 06
86 84 223.00000 0.37005827E-02 0.21885369E-01 0.10070314E-02 0.14462327E-01 0.33758104E+00 0.16207252E-01 06
86 84 223.00000 0.28839553E-02 -.15556466E-01 0.91075919E-04 0.47062952E-02 0.20393668E+00 0.16143149E-01 06
86 84 223.00000 0.66210660E-03 0.49218585E-02 0.20058659E-02 0.14204751E-01 0.25746988E+00 0.15619270E-01 06
86 84 223.00000 -.76475718E-03 0.19763720E-01 0.12298675E-03 -.45377307E-03 0.31469418E+00 0.14658742E-01 06
86 84 223.00000 0.18626098E-01 0.37063772E-01 0.42820318E-02 0.77736934E-02 0.36147612E+00 0.15562610E-01 06
86 84 223.00000 -.23831056E-03 0.50123613E-02 0.22298812E-03 0.23722075E-02 0.28497617E+00 0.15205671E-01 06
86 84 223.00000 -.60206143E-03 0.47591166E-03 0.45661270E-03 0.65101243E-02 0.26540259E+00 0.15150341E-01 06
86 84 223.00000 0.42531612E-02 0.24819043E-01 -.50035413E-03 -.87351396E-02 0.32846186E+00 0.15576559E-01 06
86 84 223.00000 0.12604163E+00 -.67146007E-01 0.16433953E-01 -.54566232E-01 0.37309595E+00 0.39012107E-01 06
86 84 223.00000 0.91884112E-03 -.14624690E-01 -.77446165E-04 -.58997882E-02 0.21875459E+00 0.15800595E-01 06
86 84 223.00000 0.50964690E-01 -.41573345E-01 -.89558564E-02 0.31809476E-01 0.24402055E+00 0.25319569E-01 06
86 84 223.00000 0.15007390E-01 -.29599745E-01 0.67697474E-02 -.21278449E-01 0.18716982E+00 0.19199557E-01 06
86 84 223.00000 0.47622236E-04 -.17716396E-01 0.14655427E-02 -.12844927E-01 0.20504257E+00 0.16144111E-01 06
86 84 223.00000 0.58074096E-03 0.48050027E-02 -.51691519E-02 -.16109692E-01 0.27466543E+00 0.15774207E-01 06
86 84 223.00000 0.79298567E-04 0.86694679E-02 -.37443229E-02 -.15504601E-01 0.29743309E+00 0.15678794E-01 06
86 84 223.00000 0.18419742E-02 0.10520828E-01 0.10173040E-02 0.14734527E-01 0.29331613E+00 0.16057294E-01 06
86 84 223.00000 -.11375790E-02 -.16577510E-01 0.14336003E-03 -.98398874E-03 0.22541158E+00 0.15683233E-01 06
86 84 223.00000 0.72802732E-03 0.21265025E-01 -.21239556E-03 -.35508911E-02 0.28519697E+00 0.14930454E-01 06
86 84 223.00000 0.17030165E-02 0.22982628E-01 -.82722318E-03 -.84206260E-02 0.30599807E+00 0.15144394E-01 06
86 84 223.00000 0.19322404E-01 -.24181087E-01 -.12996202E-02 0.18538981E-01 0.27293477E+00 0.19245292E-01 06
86 84 223.00000 0.39279548E-01 -.31375682E-01 0.28075115E-02 -.24807335E-01 0.28689708E+00 0.22817792E-01 06
86 84 223.00000 -.42816509E-02 -.14284126E-01 0.25072383E-03 -.37914884E-02 0.22242594E+00 0.15102372E-01 06
86 84 223.00000 0.12670108E-02 0.88874717E-03 0.70257108E-02 0.16217931E-01 0.25107649E+00 0.15800176E-01 06
86 84 223.00000 -.22410724E-03 0.13571549E-03 -.86033838E-03 -.74869963E-02 0.27295971E+00 0.15237031E-01 06
86 84 223.00000 0.46400657E-01 -.30934119E-01 0.75282136E-02 0.24938012E-01 0.30143879E+00 0.24434143E-01 06
86 84 223.00000 -.43493255E-03 -.87765102E-02 -.29580218E-04 -.57656568E-02 0.23599350E+00 0.15290531E-01 06
86 84 223.00000 0.32015324E-01 0.36010904E-01 -.57449969E-02 -.79093004E-02 0.36507925E+00 0.17017463E-01 06
86 84 223.00000 0.36769069E-02 0.12520754E-02 -.17207270E-01 -.17795244E-01 0.27368486E+00 0.16944651E-01 06
86 84 223.00000 0.20757312E-01 0.48398006E-01 0.49259432E-02 0.15704594E-02 0.36582263E+00 0.11024615E-01 06
86 84 223.00000 0.73319769E-02 -.47583111E-02 0.60443776E-02 0.18168555E-01 0.26349874E+00 0.17055869E-01 06
86 84 223.00000 -.26836728E-04 -.72734069E-02 -.77007387E-03 -.50897028E-02 0.25082252E+00 0.15324494E-01 06
86 84 223.00000 0.28826647E-02 -.13271947E-01 -.27030322E-03 -.10096289E-01 0.24446488E+00 0.16036987E-01 06
86 84 223.00000 0.13118669E-01 0.37655172E-01 -.42709208E-02 -.65929062E-02 0.35603732E+00 0.14595521E-01 06
86 84 223.00000 0.72842435E-02 -.18144521E-01 -.19024507E-02 0.14361534E-01 0.22045089E+00 0.17013597E-01 06
86 84 223.00000 0.29023026E-02 0.21976031E-01 0.53214172E-03 0.11275236E-01 0.31944541E+00 0.15663503E-01 06
86 84 223.00000 0.11712472E-02 0.48496110E-02 0.18775489E-01 0.18304489E-01 0.30492401E+00 0.16661575E-01 06
86 84 223.00000 -.11598984E-02 -.24852188E-01 -.30975888E-02 0.14409526E-01 0.20584630E+00 0.16891466E-01 06
